Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
Unknown 106,5,6,6,6,6,5,14.9712753905108,15.1801099222474,14.9275763089533,15.0056398563644,15.1081153564128,15.1427628025306,-0.208834531736638,0.0436990815574863,-0.0343644658536277,-0.136839965902004,-0.171487412019871,0.252533613294124,0.174470065883011,0.0719945658346344,0.0373471197167667,-0.078063547411114,-0.18053904745949,-0.215186493577358,-0.102475500048376,-0.137122946166244,-0.0346474461178676,0.299740628343759,0.826627592699844,0.863224976979083,0.494437717285328,0.413183082467975,0.191013914046229,0.362466939285393,0.705327720849011,0.85149330932431,0.681863475766741,0.346265979006515,0.285566894148668,0.590907204460155,0.493552990280678,0.86211052012122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 107,5,6,6,6,6,5,14.7126556761749,14.7414514608196,14.2723439490819,14.4695914174415,14.9942324446655,14.1697724782581,-0.0287957846446556,0.440311727093079,0.243064258733456,-0.281576768490536,0.542883197916794,0.469107511737734,0.271860043378112,-0.252780983845881,0.571678982561449,-0.197247468359622,-0.721888495583615,0.102571470823715,-0.524641027223993,0.299818939183337,0.82445996640733,0.945615983426729,0.301599194210555,0.565906825614804,0.506448932372007,0.224409900053455,0.249501978258584,0.501143766092972,0.53142788942631,0.182678818583561,0.624830196465656,0.0810937063247545,0.808115698170765,0.199111199322169,0.479539556122752,0.0587267418546488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 108,5,6,6,6,6,5,14.5412742150994,14.0949747874777,14.5743713882303,14.48093417944,14.6170565595434,14.0444422498304,0.446299427621629,-0.0330971731309067,0.0603400356593724,-0.0757823444440682,0.496831965269012,-0.479396600752535,-0.385959391962256,-0.522081772065697,0.0505325376473831,0.0934372087902791,-0.0426851713131615,0.529929138399918,-0.136122380103441,0.436491929609639,0.57261430971308,0.159034212208709,0.915316708363608,0.846320946906188,0.807720107494432,0.134269219454367,0.114293761693186,0.20006468382351,0.0867419917362087,0.871046670217514,0.753067059087461,0.885642147955547,0.0968376953272162,0.647055504330392,0.168070165609912,0.0739504101635002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 109,5,6,6,6,6,5,12.3973689701066,11.8572365692248,12.5331915740491,12.7414554023311,11.8635893169436,12.7078305693674,0.54013240088176,-0.135822603942481,-0.344086432224554,0.53377965316302,-0.310461599260794,-0.675955004824241,-0.884218833106313,-0.00635274771873995,-0.850594000142554,-0.208263828282073,0.669602257105501,-0.174638995318313,0.877866085387573,0.0336248329637598,-0.844241252423814,0.288907649799884,0.787741514907429,0.496704476926664,0.294503065558454,0.556681837199446,0.166965193567141,0.0739975145415568,0.989455041442054,0.0997608504793603,0.665343651635743,0.170853598880768,0.729310447202396,0.0759804702882437,0.946823347679713,0.102196110480069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 110,5,6,6,6,6,5,15.8434731288797,15.8149448587073,16.4245278362869,14.933463373325,15.9368264519229,15.756633332159,0.0285282701724938,-0.581054707407157,0.910009755554768,-0.093353323043182,0.0868397967207297,-0.609582977579651,0.881481485382274,-0.121881593215676,0.0583115265482359,1.49106446296192,0.487701384363975,0.667894504127887,-1.00336307859795,-0.823169958834038,0.180193119763912,0.971642083203206,0.47112400862117,0.262253913333712,0.907403731774393,0.917490992987029,0.4282702389388,0.254900137359903,0.873468888829393,0.94207754502108,0.0592624790802646,0.525387655609621,0.408172556992058,0.196512064892629,0.309546195863317,0.822416985756808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 111,5,6,6,6,6,5,15.4566850675836,15.5259082322152,15.5252758627655,15.6420159488813,14.953035215739,15.5199908958508,-0.0692231646316142,-0.0685907951818763,-0.185330881297677,0.503649851844589,-0.0633058282671488,0.00063236944973788,-0.116107716666063,0.572873016476203,0.00591733636446534,-0.116740086115801,0.572240647026465,0.00528496691472746,0.688980733142266,0.122025053030528,-0.566955680111738,0.867660168695291,0.868857532409142,0.65600798318768,0.231321215497696,0.883993771754394,0.998725847265262,0.769539523277281,0.155518257330519,0.988632493079157,0.768322041934151,0.155958712937429,0.989847233985767,0.0901145595292171,0.769080071288451,0.17931948033283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 112,5,6,6,6,6,5,16.2574363740411,16.1326136108877,16.1116644516192,16.2893921800347,15.9542680771056,16.2475399268907,0.124822763153389,0.145771922421886,-0.0319558059935829,0.3031682969355,0.00989644715040683,0.0209491592684969,-0.156778569146972,0.17834553378211,-0.114926316002983,-0.177727728415469,0.157396374513613,-0.135875475271479,0.335124102929083,0.0418522531439898,-0.293271849785093,0.363075906410039,0.289456766876004,0.814608405008013,0.0328036280651187,0.94454536677472,0.871884001798378,0.233394352967886,0.176827675389838,0.401829675864569,0.178283400622952,0.231604081503706,0.322809811768569,0.0145955104815943,0.758848029377938,0.0384510721277987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1
Unknown 113,5,6,6,6,6,5,15.198834497342,15.6178984395516,15.0212992033675,15.0341746113399,14.928527311061,14.5135691146869,-0.419063942209522,0.177535293974561,0.164659886002189,0.270307186281022,0.6852653826551,0.596599236184083,0.583723828211712,0.689371128490544,1.10432932486462,-0.0128754079723716,0.0927718923064607,0.507730088680539,0.105647300278832,0.520605496652911,0.414958196374078,0.29971578581688,0.657860741193101,0.681180831203578,0.501123102858781,0.109243570684293,0.125871991335071,0.133906059275237,0.0789966392959009,0.00950442581509511,0.973080122588468,0.807989536358865,0.210985252888717,0.782007159812431,0.199959822803447,0.304384955960218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Unknown 114,5,6,6,6,6,5,15.6322487325979,14.9866089763521,15.4695531531121,14.8253693666993,15.1287403409528,14.9251812543431,0.645639756245821,0.162695579485822,0.806879365898629,0.503508391645147,0.707067478254828,-0.482944176759998,0.161239609652808,-0.142131364600674,0.0614277220090074,0.644183786412807,0.340812812159324,0.544371898769006,-0.303370974253482,-0.099811887643801,0.203559086609681,0.154714853983047,0.715228061009827,0.0782468357822923,0.263693134437604,0.136362619016401,0.2609149667688,0.704546586508261,0.738115439173922,0.890324341605243,0.137109684763584,0.424919351649123,0.227760356536644,0.477020421747393,0.82276052931615,0.648268098731371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 115,5,6,6,6,6,5,15.2960779978178,14.8654547127451,15.233057383885,15.3951960228169,15.0357092532176,15.4460916179983,0.430623285072773,0.0630206139327907,-0.0991180249990933,0.260368744600207,-0.150013620180458,-0.367602671139982,-0.529741310071866,-0.170254540472566,-0.580636905253231,-0.162138638931884,0.197348130667416,-0.213034234113248,0.3594867695993,-0.0508955951813643,-0.410382364780665,0.325173401045295,0.884526748008029,0.819368973002928,0.549707449591754,0.740849290236869,0.377555792820162,0.206878210248637,0.68110407238628,0.187716746305414,0.695484863520462,0.633999388353374,0.624154536379595,0.388032686961148,0.906623534254513,0.348047301862892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 116,5,6,6,6,6,5,14.0796435014844,13.1621944580384,13.7983989893563,12.6724505571516,13.608718171218,13.2772482417651,0.917449043446036,0.281244512128103,1.40719294433287,0.470925330266466,0.802395259719361,-0.636204531317933,0.489743900886833,-0.44652371317957,-0.115053783726674,1.12594843220477,0.189680818138363,0.521150747591259,-0.936267614066402,-0.604797684613507,0.331469929452895,0.235872221580791,0.713171181259966,0.0737079833165913,0.539101808967026,0.319093554843259,0.38579841220453,0.503203480875233,0.541335738558921,0.88034302384376,0.130169878436167,0.794723370741983,0.49703897537546,0.205362246533213,0.431263680808992,0.664984482442605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 117,5,6,6,6,6,5,15.685654851043,15.4594928775112,15.2279839571286,15.5074130106789,15.2266540407277,15.361007326445,0.226161973531783,0.457670893914399,0.178241840364153,0.459000810315358,0.324647524598031,0.231508920382616,-0.0479201331676293,0.232838836783575,0.0984855510662488,-0.279429053550245,0.00132991640095881,-0.133023369316367,0.280758969951204,0.146405684233878,-0.134353285717326,0.518791106371224,0.196746640586813,0.610594101686145,0.195487351536701,0.376799324846004,0.48874626067821,0.88558101806277,0.486274391737839,0.778076590837341,0.404301634780515,0.996813004778822,0.703622846215223,0.402096661836064,0.675515069073466,0.700809530351113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 118,5,6,6,6,6,5,14.5601400380779,14.5523639848557,14.3278586779613,14.6674462611655,14.3736311569186,14.5390892886418,0.00777605322223174,0.232281360116678,-0.107306223087519,0.186508881159336,0.0210507494360961,0.224505306894446,-0.115082276309751,0.178732827937104,0.0132746962138643,-0.339587583204198,-0.0457724789573426,-0.211230610680582,0.293815104246855,0.128356972523616,-0.16545813172324,0.973486280376969,0.325057135811263,0.647111629333016,0.427985533092559,0.931355933066323,0.318589488006802,0.606793270812204,0.425668695645996,0.95475457222395,0.135771769159131,0.837484699858195,0.370103494773671,0.194598740720302,0.584284730924944,0.481415030865006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 119,5,6,6,6,6,5,13.5262141729726,14.8227981406852,13.6495118308749,13.6618168576205,14.1789150914287,15.0573619948277,-1.29658396771255,-0.123297657902238,-0.135602684647894,-0.652700918456068,-1.53114782185503,1.17328630981031,1.16098128306465,0.64388304925648,-0.234563854142481,-0.0123050267456559,-0.529403260553829,-1.40785016395279,-0.517098233808174,-1.39554513720713,-0.878446903398961,0.0586969823270948,0.85268406169687,0.83818649165328,0.32962751992566,0.0340657867353669,0.0719012341825189,0.0747625758948879,0.313440566772277,0.724102685909061,0.984487889610757,0.405824831752553,0.0412090575126079,0.416691799945621,0.0428833213909928,0.192538751317841,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0
Unknown 120,5,6,6,6,6,5,17.919493277561,16.5939094658472,17.5411380059943,15.9056975884087,17.0121394103195,17.0216962075862,1.32558381171379,0.378355271566718,2.01379568915223,0.907353867241461,0.897797069974743,-0.947228540147069,0.688211877438441,-0.418229944472326,-0.427786741739045,1.63544041758551,0.528998595674743,0.519441798408025,-1.10644182191077,-1.11599861917749,-0.00955679726671832,0.0299584336779781,0.519228261541431,0.00168500879792615,0.12871206749364,0.149240605614517,0.0975793182778988,0.223337174789827,0.455500164091367,0.466622876256287,0.00621060122503905,0.34664893336229,0.377794519409521,0.0550461679507758,0.0643891808935993,0.986961848073687,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Unknown 121,5,6,6,6,6,5,12.9281777789543,12.6166762970292,13.0200441965349,13.2583936642339,12.329046021348,13.3380684459406,0.311501481925063,-0.0918664175806025,-0.330215885279671,0.599131757606287,-0.409890666986286,-0.403367899505666,-0.641717367204734,0.287630275681224,-0.721392148911349,-0.238349467699068,0.690998175186889,-0.318024249405683,0.929347642885958,-0.0796747817066148,-1.00902242459257,0.566427770987766,0.865370802873626,0.543491676679184,0.273943990916433,0.47088765039541,0.437337786269371,0.220364235354988,0.578671441077677,0.18985568168755,0.645098287147753,0.187879847476326,0.558378194271808,0.0801802021182174,0.883091782349915,0.0706404827955948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 122,5,6,6,6,6,5,15.654340367017,15.3095702073399,14.1577216695065,15.3055842767478,15.3144980176377,15.9174151543492,0.3447701596771,1.49661869751045,0.348756090269177,0.339842349379245,-0.263074787332242,1.15184853783335,0.00398593059207641,-0.00492781029785583,-0.607844947009342,-1.14786260724128,-1.15677634813121,-1.7596934848427,-0.00891374088993224,-0.611830877601419,-0.602917136711486,0.612131359398611,0.034246018616204,0.608043929831872,0.617202293077472,0.710771684737408,0.0831714916259403,0.995083198234263,0.993921374099753,0.37368546411084,0.0841872153390189,0.0819302339150312,0.014136432072676,0.989004844464554,0.370604856579869,0.377517050893229,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0
Unknown 123,5,6,6,6,6,5,16.1698549920629,16.094520176244,15.3107274244623,15.6261197546343,16.3569982202597,15.445992402936,0.0753348158189695,0.859127567600625,0.543735237428592,-0.187143228196714,0.723862589126963,0.783792751781656,0.468400421609623,-0.262478044015683,0.648527773307993,-0.315392330172033,-1.04627079579734,-0.135264978473662,-0.730878465625306,0.180127351698371,0.911005817323677,0.810764838253782,0.0101629561559278,0.0920278844005485,0.553036127337717,0.0344154718225625,0.0134767790250824,0.126208398260735,0.384613333022771,0.0467170670122086,0.297609651287862,0.00149334948850402,0.667615710730985,0.0203522639021704,0.567924490449182,0.00679057152519381,0,1,0,0,1,1,0,0,1,0,-1,0,-1,0,1
Unknown 124,5,6,6,6,6,5,18.7037191595385,18.9378545440607,18.1973266077445,18.4969014649552,18.3303096334297,17.3452647767474,-0.234135384522279,0.506392551793926,0.20681769458329,0.373409526108745,1.3584543827911,0.740527936316205,0.440953079105569,0.607544910631024,1.59258976731338,-0.299574857210636,-0.132983025685181,0.852061830997172,0.166591831525455,1.15163668820781,0.985044856682354,0.649640687275261,0.329141803012495,0.688107114194199,0.470046502187753,0.0164996461004494,0.138916295764966,0.372136301822734,0.221757467955364,0.00412990466733598,0.54273252101205,0.786445870371633,0.105846041344558,0.734404674128402,0.0318860845655578,0.0635490709755574,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Unknown 125,5,6,6,6,6,5,14.2538327260312,14.3385602644385,14.5169477936278,14.2463550273877,14.1476773515068,14.33839312008,-0.0847275384073303,-0.263115067596679,0.00747769864349479,0.106155374524404,-0.0845603940487987,-0.178387529189349,0.0922052370508251,0.190882912931734,0.000167144358531601,0.270592766240174,0.369270442121083,0.178554673547881,0.0986776758809089,-0.0920380926922935,-0.190715768573202,0.414378278444076,0.0156740997258201,0.94222853474288,0.308121326931295,0.435196979351813,0.0779854325516015,0.352412130631444,0.0602991923673914,0.998707478967531,0.00971759408677846,0.000741150110029916,0.0917690092312986,0.320184558762146,0.375787344580245,0.0726997356276795,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0
Unknown 126,5,6,6,6,6,5,15.7349068759978,15.2067273012232,15.0255438855657,15.06704974591,15.3925798980078,14.5687656016729,0.528179574774526,0.709362990432055,0.667857130087789,0.342326977989995,1.16614127432486,0.181183415657529,0.139677555313263,-0.185852596784532,0.637961699550331,-0.041505860344266,-0.36703601244206,0.456778283892803,-0.325530152097794,0.498284144237068,0.823814296334863,0.245317195992473,0.122212968836583,0.144671561482081,0.448254873358789,0.01819159641862,0.672682756534542,0.744498156383136,0.664782548529029,0.162828736576619,0.922783158471412,0.394444886004296,0.313545429597699,0.449447299084462,0.272425109553419,0.0747563841111876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unknown 127,5,6,6,6,6,5,14.7269752841795,14.6099203468718,14.813900500251,14.4772965214015,15.1155960244041,14.6266618726863,0.117054937307678,-0.0869252160714638,0.249678762777966,-0.388620740224543,0.100313411493248,-0.203980153379142,0.132623825470288,-0.505675677532221,-0.0167415258144299,0.33660397884943,-0.301695524153079,0.187238627564712,-0.638299503002509,-0.149365351284718,0.488934151717791,0.789466119891786,0.842782910112081,0.569884036961025,0.378429368671252,0.826555671572292,0.626076442093529,0.751093400615711,0.232123593090953,0.969518786665177,0.423066443710789,0.47223465107787,0.669623215842316,0.134368183719218,0.733430015206527,0.269727172373485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 128,5,6,6,6,6,5,14.8979317572077,13.6775904847198,14.7390398828619,13.7674204687735,14.7040595942142,14.4104059204205,1.22034127248799,0.158891874345874,1.13051128843421,0.193872162993534,0.487525836787203,-1.06144939814211,-0.0898299840537788,-1.02646910949445,-0.732815435700784,0.971619414088334,0.0349802886476596,0.328633962441328,-0.936639125440674,-0.642985451647005,0.293653673793669,0.0993541565000976,0.825974588578131,0.125552726101451,0.788534669251437,0.519735484118258,0.13118543197308,0.896244702344166,0.143849291689418,0.314797716797946,0.165676447205381,0.959494687358714,0.649758407374037,0.1809174844774,0.37678798785052,0.684804650846622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 129,5,6,6,6,6,5,15.7928064287781,16.969398351359,15.7294684964538,15.6371981192275,16.1891036521534,15.4066756730627,-1.17659192258095,0.0633379323242451,0.155608309550557,-0.396297223375379,0.386130755715351,1.23992985490519,1.33220023213151,0.780294699205569,1.5627226782963,0.0922703772263116,-0.459635155699624,0.322792823391106,-0.551905532925936,0.230522446164795,0.78242797909073,0.0780852627297718,0.922274265554592,0.810637379671448,0.542866420539439,0.570116324633431,0.05288840298754,0.0384921930772653,0.213803993824223,0.0218070644519442,0.881507085022584,0.459907660653348,0.61976582869664,0.375923429359478,0.722787673726119,0.234059253772454,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Unknown 130,5,6,6,6,6,5,14.4138754505417,13.2374914843861,13.7165542234,12.5232535223809,14.1372586462565,13.6813044335624,1.17638396615562,0.697321227141767,1.89062192816083,0.276616804285254,0.73257101697927,-0.479062739013848,0.71423796200521,-0.899767161870361,-0.443812949176346,1.19330070101906,-0.420704422856513,0.0352497898375024,-1.61400512387557,-1.15805091118156,0.455954212694015,0.0358275993951149,0.201807775923768,0.00140602014442819,0.608175092692501,0.199269161738898,0.354339442087437,0.171264256773807,0.0878020152056342,0.412494986684376,0.0262869652434219,0.415178751681042,0.947787731770547,0.00364481320054203,0.0385841230801024,0.39998481727363,1,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0
Unknown 131,5,6,6,6,6,5,15.7218075824851,15.4361072856586,15.3278222017409,15.3411365798037,16.1057149517585,15.6606239042431,0.285700296826432,0.393985380744144,0.380671002681348,-0.383907369273466,0.0611836782419317,0.108285083917712,0.0949707058549158,-0.669607666099898,-0.2245166185845,-0.0133143780627965,-0.77789275001761,-0.332801702502213,-0.764578371954814,-0.319487324439416,0.445091047515398,0.433475826769364,0.282460733541253,0.298712130737611,0.29470249375822,0.871735052546518,0.75441849593085,0.783768371183313,0.0608220881383464,0.537349924349082,0.969291614334021,0.0311433340722805,0.362506931921404,0.0339034420668972,0.38174867400736,0.225977922436766,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0
Unknown 132,5,6,6,6,6,5,15.107882944773,15.6860008773478,15.2701148375326,15.9085107522619,14.8868922517571,15.4722235236412,-0.578117932574811,-0.162231892759616,-0.80062780748891,0.220990693015894,-0.364340578868189,0.415886039815195,-0.222509874914099,0.799108625590705,0.213777353706622,-0.638395914729294,0.38322258577551,-0.202108686108573,1.0216185005048,0.436287228620721,-0.585331271884083,0.433482401042609,0.825150822552006,0.280466081584281,0.763545529942867,0.635305402663576,0.553606515834243,0.750750267824337,0.259033388461323,0.771032836047323,0.365239724096973,0.584996075297041,0.783192148566241,0.151940912680983,0.55351412391656,0.427830615260883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
