Metabolites,Count_4,Count_pre,Count_6,Count_8,Count_10,Count_2,Mean_4,Mean_pre,Mean_6,Mean_8,Mean_10,Mean_2,Fold_change_4_vs_pre,Fold_change_4_vs_6,Fold_change_4_vs_8,Fold_change_4_vs_10,Fold_change_4_vs_2,Fold_change_pre_vs_6,Fold_change_pre_vs_8,Fold_change_pre_vs_10,Fold_change_pre_vs_2,Fold_change_6_vs_8,Fold_change_6_vs_10,Fold_change_6_vs_2,Fold_change_8_vs_10,Fold_change_8_vs_2,Fold_change_10_vs_2,P_value_A_4_vs_pre,P_value_A_4_vs_6,P_value_A_4_vs_8,P_value_A_4_vs_10,P_value_A_4_vs_2,P_value_A_pre_vs_6,P_value_A_pre_vs_8,P_value_A_pre_vs_10,P_value_A_pre_vs_2,P_value_A_6_vs_8,P_value_A_6_vs_10,P_value_A_6_vs_2,P_value_A_8_vs_10,P_value_A_8_vs_2,P_value_A_10_vs_2,Flag_A_4_vs_pre,Flag_A_4_vs_6,Flag_A_4_vs_8,Flag_A_4_vs_10,Flag_A_4_vs_2,Flag_A_pre_vs_6,Flag_A_pre_vs_8,Flag_A_pre_vs_10,Flag_A_pre_vs_2,Flag_A_6_vs_8,Flag_A_6_vs_10,Flag_A_6_vs_2,Flag_A_8_vs_10,Flag_A_8_vs_2,Flag_A_10_vs_2
Unknown 069,5,6,6,6,6,5,15.6200331031769,14.8922323980202,14.8558818826888,15.7950196225902,15.0157569691209,16.1793626519352,0.72780070515673,0.764151220488172,-0.174986519413318,0.604276134055981,-0.559329548758246,0.0363505153314421,-0.902787224570048,-0.123524571100749,-1.28713025391498,-0.93913773990149,-0.159875086432191,-1.32348076924642,0.779262653469299,-0.384343029344928,-1.16360568281423,0.442451619486973,0.420252399177407,0.852758669549217,0.522980650283361,0.571038352663147,0.967735091361494,0.319452559940355,0.89069038617333,0.179157324064854,0.300707890864649,0.858838500878107,0.167577698513251,0.389064118871472,0.683883978211631,0.223221305995921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 070,5,6,6,6,6,5,14.3563615686661,13.3396570053099,13.5181347543466,12.8436184692051,13.5515024513473,13.3445449092775,1.01670456335623,0.838226814319475,1.51274309946101,0.804859117318804,1.01181665938866,-0.178477749036757,0.496038536104779,-0.211845446037428,-0.00488790396757288,0.674516285141536,-0.0333676970006707,0.173589845069184,-0.707883982142206,-0.500926440072352,0.206957542069855,0.0198204513168012,0.0511714115822906,0.000992651040790965,0.0604838651669881,0.025791602086807,0.652645280390327,0.216488779826758,0.593453178099215,0.990605596918309,0.0965753289899575,0.932820369342773,0.676313749910909,0.0819233888752751,0.233576834940031,0.618892433677841,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Unknown 071,5,6,6,6,6,5,17.3601972023866,16.8995597259836,16.685224501251,15.9448784747988,16.4363709996428,16.4576138811117,0.460637476403051,0.674972701135665,1.41531872758778,0.923826202743832,0.902583321274882,0.214335224732615,0.954681251184732,0.463188726340782,0.441945844871832,0.740346026452118,0.248853501608167,0.227610620139217,-0.491492524843951,-0.512735406312901,-0.0212428814689503,0.247054013801509,0.094217725326479,0.00111517738619472,0.0248563214417038,0.0348484941353211,0.568585569272303,0.0157884263209992,0.222796898339851,0.266300926700023,0.0561049701136311,0.50843233406461,0.56378411190669,0.196539572597704,0.19886387052664,0.956907702213247,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Unknown 072,5,6,6,6,6,5,14.6581345376339,14.8875142191715,15.9086927963068,15.1391549309383,15.2012954304247,15.0844558228578,-0.22937968153766,-1.25055825867289,-0.481020393304444,-0.543160892790878,-0.426321285223901,-1.02117857713523,-0.251640711766784,-0.313781211253218,-0.196941603686241,0.769537865368441,0.707397365882008,0.824236973448985,-0.0621404994864339,0.054699108080543,0.116839607566977,0.733105319502297,0.0708697598133472,0.476123038023182,0.42163173738835,0.544903492408526,0.119019465661882,0.694898276290944,0.625058364556877,0.769632221076747,0.235688550000498,0.274744685040889,0.226139568103838,0.922741184934281,0.935126228271781,0.861998845807754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 073,5,6,6,6,6,5,14.1985937020705,14.7944328948853,15.4671226977345,15.3315065138189,14.7135409609895,15.4510032400903,-0.595839192814781,-1.26852899566397,-1.13291281174835,-0.514947258918967,-1.25240953801983,-0.672689802849193,-0.537073618933572,0.0808919338958134,-0.656570345205045,0.135616183915621,0.753581736745007,0.0161194576441481,0.617965552829386,-0.119496726271473,-0.737462279100859,0.252661995969509,0.0191290067301999,0.0346301935609072,0.321418001812173,0.0260237271238217,0.177597570490034,0.278915383813083,0.869110615555296,0.20862119777974,0.782435632773781,0.132540059099302,0.975016842436277,0.214367972974162,0.816501597173224,0.159389920507075,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0
Unknown 074,5,6,6,6,6,5,15.2382894407678,15.3230524175581,15.3107446526363,15.4037350654802,15.3993350362487,15.4208290713993,-0.0847629767902269,-0.0724552118684834,-0.165445624712387,-0.161045595480847,-0.182539630631457,0.0123077649217436,-0.0806826479221598,-0.0762826186906196,-0.0977766538412297,-0.0929904128439034,-0.0885903836123632,-0.110084418762973,0.00440002923154026,-0.0170940059190698,-0.0214940351506101,0.687902564411917,0.731214813881166,0.43487186825742,0.447055303613047,0.409734605323806,0.95115011447802,0.688397560261095,0.704525267603445,0.64325451153943,0.644091725224888,0.659789224389867,0.602239256773623,0.982526107002444,0.935342907457654,0.918754596622411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 075,5,6,6,6,6,5,15.7245958747164,15.3133771457633,15.4536289621797,15.390446615063,15.5162700791934,15.8496122734051,0.411218728953072,0.270966912536657,0.334149259653339,0.208325795522958,-0.125016398688786,-0.140251816416415,-0.0770694692997331,-0.202892933430114,-0.536235127641858,0.0631823471166815,-0.0626411170136993,-0.395983311225443,-0.125823464130381,-0.459165658342124,-0.333342194211744,0.0306269305859632,0.144707226667057,0.0748585597472997,0.258443840259389,0.512900403313,0.422231616208564,0.657903757281983,0.248600497290279,0.00606101559625282,0.716432464222895,0.718752414348222,0.0368076850544903,0.471027151639134,0.0168213515684641,0.0755246620696218,1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0
Unknown 076,5,6,6,6,6,5,16.0088295729716,16.0130591429094,16.0705637663431,16.1107138299557,15.9787938398057,16.0166047141518,-0.00422956993777035,-0.0617341933714819,-0.101884256984036,0.0300357331659118,-0.00777514118015432,-0.0575046234337115,-0.0976546870462656,0.0342653031036821,-0.00354557124238397,-0.040150063612554,0.0917699265373937,0.0539590521913276,0.131919990149948,0.0941091158038816,-0.0378108743460661,0.97295645204163,0.621503829985312,0.416933491023625,0.809852344359123,0.952422946311098,0.629529336439495,0.414512161832605,0.773474928343574,0.977328526666752,0.735988052925881,0.442876653921922,0.665913730290556,0.272682051714073,0.452978667194783,0.762034321419856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 077,5,6,6,6,6,5,15.7164672191198,15.1104988167054,15.4285466712893,15.7412082157202,15.4214438213748,15.2618715027206,0.605968402414412,0.287920547830538,-0.0247409966003893,0.295023397745029,0.454595716399245,-0.318047854583874,-0.630709399014801,-0.310945004669383,-0.151372686015167,-0.312661544430927,0.00710284991449051,0.166675168568707,0.319764394345418,0.479336712999634,0.159572318654217,0.253329659750333,0.583869085797591,0.962358020735916,0.574675811702228,0.4092882674136,0.526079960025404,0.2134258166287,0.535296195897716,0.772933965971507,0.533061075787551,0.98866193890488,0.750744911705608,0.523865571178233,0.364109662647684,0.761018551915781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 078,5,6,6,6,6,5,15.2393308178295,15.3076200020585,15.3184358327301,15.369953283607,15.2228280485518,15.2696401032385,-0.0682891842289841,-0.0791050149005148,-0.130622465777488,0.0165027692777056,-0.0303092854089382,-0.0108158306715307,-0.0623332815485043,0.0847919535066897,0.0379798988200459,-0.0515174508769736,0.0956077841782204,0.0487957294915766,0.147125235055194,0.10031318036855,-0.0468120546866437,0.637401244399929,0.585332245352745,0.369822881607076,0.909143329905255,0.840995073553086,0.93747124168882,0.651771874708203,0.539910622914312,0.792933067378654,0.708990840745533,0.489879973266281,0.736024756044284,0.29078383506174,0.489713082175222,0.746359141168494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 079,5,6,6,6,6,5,16.3006214910831,16.1122771565419,15.5214149507426,15.5704913085073,15.7950129957565,16.0563484347012,0.188344334541139,0.779206540340455,0.730130182575792,0.505608495326618,0.244273056381886,0.590862205799317,0.541785848034653,0.317264160785479,0.0559287218407469,-0.0490763577646636,-0.273598045013838,-0.53493348395857,-0.224521687249174,-0.485857126193906,-0.261335438944732,0.737169679715425,0.171809953942161,0.199510885207495,0.370625282919071,0.677043537517546,0.274218901233579,0.315237509344983,0.554093055421535,0.920542711492455,0.926855181371088,0.609615307860524,0.343935461361035,0.674958089651395,0.38934667952811,0.641769872970087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 080,5,6,6,6,6,5,14.3592949932511,13.3715810673225,13.216498540188,13.6896570399998,13.7233611134198,14.0066715810956,0.987713925928551,1.14279645306309,0.669637953251318,0.635933879831299,0.352623412155447,0.155082527134539,-0.318075972677233,-0.351780046097252,-0.635090513773104,-0.473158499811772,-0.506862573231791,-0.790173040907643,-0.0337040734200187,-0.317014541095871,-0.283310467675852,0.0526730444921232,0.0265759047884236,0.18102061333473,0.203274027320428,0.494873567952967,0.741464069449579,0.499970079292143,0.456071610325496,0.203856709594885,0.318046733770063,0.285430715641034,0.116719351469083,0.942786647764572,0.521357336011625,0.566301684629476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 081,5,6,6,6,6,5,18.6385231823254,18.1468978623263,18.4962898191149,17.7104316107395,18.3090770528259,18.2643181790338,0.491625319999105,0.142233363210472,0.92809157158587,0.32944612949948,0.37420500329165,-0.349391956788633,0.436466251586765,-0.162179190499625,-0.117420316707456,0.785858208375398,0.187212766289008,0.231971640081177,-0.59864544208639,-0.553886568294221,0.0447588737921691,0.154267184990079,0.675077976990365,0.00997778155864694,0.334892367138477,0.295055196440383,0.284397010125326,0.183618524095296,0.616398971391293,0.729165705163105,0.0205701479097385,0.563363948916334,0.495319858894551,0.0719721259160932,0.110185311749938,0.894903269436821,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Unknown 082,5,6,6,6,6,5,15.0304632637916,14.6935460279984,14.7212407276534,14.9537152609578,14.7660571117338,15.2435607127143,0.336917235793223,0.309222536138172,0.0767480028337939,0.264406152057793,-0.213097448922767,-0.0276946996550507,-0.260169232959429,-0.0725110837354297,-0.55001468471599,-0.232474533304378,-0.044816384080379,-0.522319985060939,0.187658149223999,-0.289845451756561,-0.47750360098056,0.476631026237542,0.513306686521978,0.870647005882366,0.575796122678211,0.665557679489557,0.950848955915682,0.563712366491981,0.871812218788905,0.248823267637505,0.605719840780512,0.920548149188809,0.272893639910684,0.676655578683337,0.539862343687881,0.315320049952631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 083,5,6,6,6,6,5,13.5774417676088,12.4466236287998,13.5661554933037,13.0899708776257,13.2663193709799,12.6427833149277,1.13081813880899,0.011286274305137,0.487470889983069,0.311122396628877,0.934658452681131,-1.11953186450386,-0.643347248825924,-0.819695742180116,-0.196159686127862,0.476184615677932,0.29983612232374,0.923372178375994,-0.176348493354192,0.447187562698062,0.623536056052254,0.154595563307781,0.988453305860154,0.533364681155898,0.690355597954439,0.25674291087086,0.13994401850896,0.390102248241704,0.275482524501487,0.801514393826361,0.523445078949964,0.68720761826114,0.242250020304705,0.812622258735166,0.567510194092385,0.426628888781299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 084,5,6,6,6,6,5,16.6933281276617,16.443376038665,16.7740486070872,16.2781102792756,16.6662244695098,16.8221223750951,0.24995208899665,-0.0807204794255192,0.41521784838605,0.0271036581518622,-0.128794247433365,-0.33067256842217,0.165265759389399,-0.222848430844788,-0.378746336430016,0.495938327811569,0.107824137577381,-0.0480737680078462,-0.388114190234187,-0.544012095819415,-0.155897905585228,0.294642432004878,0.73274405613457,0.0869144756442661,0.90863051511734,0.60242256387296,0.149543663487077,0.465091618036027,0.326509308497911,0.116806171068577,0.034502087193631,0.63271090061925,0.838737540502488,0.0929694773847401,0.027576631975694,0.510783623946722,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0
Unknown 085,5,6,6,6,6,5,16.9240044718769,16.4901412233821,16.8551009101433,16.6135652126503,16.4252513984665,16.853450732695,0.433863248494831,0.0689035617335954,0.310439259226591,0.498753073410416,0.0705537391818396,-0.364959686761235,-0.12342398926824,0.0648898249155856,-0.363309509312991,0.241535697492996,0.429849511676821,0.00165017744824425,0.188313814183825,-0.239885520044751,-0.428199334228577,0.0940053235632079,0.785102637774052,0.225132945705267,0.0561141269757819,0.789217961433129,0.137390514580492,0.609069084970699,0.787675812410515,0.157722693947272,0.320125923550876,0.0824345718865801,0.994786076665114,0.436663333123646,0.34602999132102,0.0981619030832872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 086,5,6,6,6,6,5,14.5394112085428,15.6331840865847,14.6676177893611,14.8957800745957,14.9049278757739,14.3356253423774,-1.09377287804194,-0.128206580818295,-0.356368866052929,-0.36551666723115,0.203785866165381,0.96556629722364,0.737404011989007,0.728256210810786,1.29755874420732,-0.228162285234633,-0.237310086412855,0.331992446983676,-0.00914780117822112,0.56015473221831,0.569302533396531,0.0310775251579469,0.79209868995613,0.465631956920564,0.45437168123176,0.688563572250537,0.0446699616137811,0.119642003463954,0.12410230836973,0.0118139287169203,0.62327093019318,0.609474657503151,0.496422803368792,0.984252578563537,0.254761989829264,0.247265468985417,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Unknown 087,5,6,6,6,6,5,14.3358511868991,13.9477881228608,13.9642365370294,14.0143072668588,12.8496795067069,14.4441668754996,0.388063064038301,0.371614649869706,0.321543920040229,1.48617168019213,-0.108315688600518,-0.016448414168595,-0.0665191439980717,1.09810861615383,-0.496378752638819,-0.0500707298294767,1.11455703032242,-0.479930338470224,1.1646277601519,-0.429859608640747,-1.59448736879265,0.576165131423547,0.592354736793339,0.642944254107452,0.0389688550458218,0.880940506196506,0.980118481041199,0.919731515550359,0.104352210651742,0.475386192177123,0.93953307948532,0.0994989431963299,0.490006688572955,0.0858795994778584,0.536044240075258,0.0276056534091447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
Unknown 088,5,6,6,6,6,5,14.0257734176271,14.0895309077668,14.2155557515307,14.3175670212396,14.3571405329323,14.5806168812654,-0.0637574901396221,-0.189782333903548,-0.291793603612454,-0.331367115305147,-0.554843463638292,-0.126024843763926,-0.228036113472832,-0.267609625165525,-0.49108597349867,-0.102011269708907,-0.141584781401599,-0.365061129734745,-0.0395735116926925,-0.263049860025838,-0.223476348333145,0.86723243829146,0.619448953571446,0.446493552437034,0.38801794214308,0.170803521149817,0.729130584886126,0.531942275054466,0.463837687132554,0.204362432697506,0.779167260527429,0.697330748962568,0.342297652874674,0.9133262928888,0.492111275846049,0.559018008909338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 089,5,6,6,6,6,5,14.4404872988791,13.6383801406565,14.1922360831916,14.07605877681,14.3475779247482,13.7277924081949,0.802107158222572,0.24825121568751,0.364428522069094,0.0929093741308353,0.712694890684219,-0.553855942535062,-0.437678636153478,-0.709197784091737,-0.0894122675383535,0.116177306381584,-0.155341841556675,0.464443674996708,-0.271519147938259,0.348266368615125,0.619785516553383,0.238905356326489,0.712366057752881,0.588886743511133,0.89014016553146,0.314732721412624,0.39089678834193,0.496687164752273,0.273940863612759,0.89424917079842,0.856268222166254,0.808679827127946,0.491677483669211,0.67247545471887,0.605435689663968,0.360397700946594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 090,5,6,6,6,6,5,13.1990543531429,12.8808695878182,13.3169450081757,13.5362699591052,13.4139161077405,12.9891980965393,0.318184765324602,-0.117890655032822,-0.337215605962331,-0.214861754597669,0.209856256603553,-0.436075420357424,-0.655400371286934,-0.533046519922271,-0.108328508721049,-0.21932495092951,-0.096971099564847,0.327746911636375,0.122353851364663,0.547071862565884,0.424718011201222,0.234195166744148,0.655830943747391,0.208094622772464,0.418565592565235,0.449054849271349,0.0914828116253267,0.0138259903922502,0.0415362897829728,0.682068535567565,0.386888266306922,0.700488297658012,0.220789523258427,0.627701284114905,0.045775327043743,0.115811241591448,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0
Unknown 091,5,6,6,6,6,5,14.2201522769927,14.532316605448,14.5544393058187,14.0846091956797,13.874982092534,15.0942900912796,-0.312164328455236,-0.334287028825962,0.135543081313063,0.345170184458773,-0.874137814286868,-0.0221227003707263,0.447707409768299,0.657334512914009,-0.561973485831633,0.469830110139025,0.679457213284735,-0.539850785460906,0.20962710314571,-1.00968089559993,-1.21930799874564,0.63310841718976,0.609328942911553,0.835527443018112,0.597786333177143,0.206252767307452,0.971638129553588,0.473876627940562,0.295574219483243,0.392311001747529,0.452518043778838,0.279941465179431,0.410976675948342,0.736453203089106,0.129743987772024,0.0698259817299185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 092,5,6,6,6,6,5,14.7451302941775,15.3625641881261,15.1190121338075,15.6116864369516,15.0519007580172,15.1901190936763,-0.617433893948634,-0.373881839630075,-0.86655614277411,-0.306770463839708,-0.444988799498873,0.24355205431856,-0.249122248825476,0.310663430108926,0.172445094449762,-0.492674303144035,0.0671113757903665,-0.0711069598687981,0.559785678934402,0.421567343275237,-0.138218335659165,0.0333896420577076,0.186274037383657,0.0039581578995844,0.275715436538989,0.133827230735838,0.362514529028533,0.351807271598466,0.247626213668306,0.537077448765524,0.0716061238172506,0.800527401813502,0.798533137805653,0.042308864493887,0.137798213312397,0.620360831933694,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0
Unknown 093,2,6,3,5,6,2,12.3002341420843,14.0551298943624,12.3587031130201,12.5495489547834,13.9635300848662,12.9799716644398,-1.75489575227802,-0.0584689709357367,-0.249314812699037,-1.66329594278185,-0.679737522355415,1.69642678134228,1.50558093957898,0.0915998094961648,1.0751582299226,-0.1908458417633,-1.60482697184611,-0.621268551419679,-1.41398113008281,-0.430422709656378,0.983558420426435,0.198715859221949,0.968718408641974,0.855294391661803,0.222098796363388,0.678014639566193,0.153676394605033,0.140070199764564,0.922623676167101,0.424319010341337,0.872922008121229,0.175862900900738,0.677646260479201,0.16433172302461,0.753103897144451,0.464196169819985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 094,5,6,6,6,6,5,15.9977796343091,16.5305043136245,16.0399565888172,16.2894342123895,16.394899996715,16.2401318524559,-0.532724679315379,-0.0421769545080402,-0.29165457808034,-0.397120362405925,-0.242352218146774,0.490547724807339,0.241070101235039,0.135604316909454,0.290372461168605,-0.2494776235723,-0.354943407897885,-0.200175263638734,-0.105465784325585,0.0493023599335665,0.154768144259151,0.136711550565056,0.904317988511168,0.408681553819634,0.263072912046708,0.510018753139669,0.150119860915708,0.473161082687598,0.68562386933714,0.410719425178572,0.458015046506131,0.293467739169661,0.569409566153533,0.752748696067593,0.888257158271786,0.659656693726931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 095,5,6,6,6,6,5,13.7847245562569,13.5292222112444,13.8753616423637,14.0299697280429,13.6682949688715,14.0734668891226,0.2555023450125,-0.0906370861067369,-0.24524517178598,0.116429587385388,-0.288742332865652,-0.346139431119237,-0.50074751679848,-0.139072757627112,-0.544244677878153,-0.154608085679243,0.207066673492125,-0.198105246758915,0.361674759171368,-0.0434971610796726,-0.405171920251041,0.267379613707552,0.691141237371366,0.286643751722769,0.610124872951504,0.230991866898135,0.119070964584426,0.0274749815747009,0.523515982515805,0.0227426854333418,0.478582835523306,0.344339206955202,0.387717898498088,0.104064772911741,0.848620069863982,0.0835284510032072,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
Unknown 096,5,6,6,6,6,5,15.1830246122393,14.8465050877435,14.7601133870202,15.0567625727054,15.015681372383,15.2345967046222,0.336519524495801,0.422911225219098,0.126262039533909,0.167343239856255,-0.0515720923829441,0.086391700723297,-0.210257484961891,-0.169176284639546,-0.388091616878745,-0.296649185685188,-0.255567985362843,-0.474483317602042,0.0410812003223455,-0.177834131916853,-0.218915332239199,0.391613276825277,0.283473400872885,0.746486919354655,0.66854101919646,0.899318210863012,0.8164636464113,0.573082251351153,0.64991940397941,0.324208647996182,0.427885444922015,0.493961640824842,0.230077601923802,0.912085445305191,0.649184831518173,0.575860896625434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 097,5,6,6,6,6,5,14.8294313183304,14.5074371552953,14.9509335757611,14.5035225839361,14.8343090536295,14.8978525489589,0.321994163035038,-0.121502257430738,0.325908734394245,-0.00487773529911983,-0.0684212306285232,-0.443496420465776,0.00391457135920703,-0.326871898334158,-0.390415393663561,0.447410991824983,0.116624522131618,0.0530810268022144,-0.330786469693365,-0.394329965022768,-0.0635434953294034,0.357339827037631,0.726624036612057,0.351614200944021,0.98878921180349,0.850369646098125,0.187216175216238,0.99056367547566,0.327578443240428,0.26610513845436,0.183473333225472,0.724869389479209,0.87849580028448,0.32191871734611,0.261447085362687,0.854804255057159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 098,5,6,6,6,6,5,15.822714013195,16.2438851271812,16.3229245366857,16.2283737645619,15.8001353164596,16.4372049897246,-0.421171113986182,-0.500210523490692,-0.405659751366878,0.0225786967353852,-0.614490976529675,-0.0790394095045102,0.0155113626193035,0.443749810721567,-0.193319862543493,0.0945507721238137,0.522789220226077,-0.114280453038983,0.428238448102263,-0.208831225162797,-0.63706967326506,0.108092430258314,0.0586308881667867,0.12109465140854,0.92972587509078,0.0279305615392514,0.746314617483807,0.949332666814202,0.0772633736502898,0.452484788266395,0.698880823040283,0.0394013335045626,0.655890159817835,0.0875927015984778,0.417438996691841,0.0180958699440961,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1
Unknown 099,5,6,6,6,6,5,16.1417351903412,16.4063635080056,16.1905391308892,16.4082162710374,16.1643467201432,16.0013929747735,-0.264628317664364,-0.0488039405480372,-0.266481080696241,-0.0226115298019955,0.140342215567649,0.215824377116327,-0.0018527630318772,0.242016787862369,0.404970533232014,-0.217677140148204,0.0261924107460416,0.189146156115687,0.243869550894246,0.406823296263891,0.162953745369645,0.366191384070448,0.866701718001211,0.362894522884681,0.938001044461577,0.644546560615686,0.438649364062878,0.994666297443381,0.385797699672601,0.170828934532145,0.434771983182802,0.924715303317571,0.516847192532667,0.382220610451522,0.168945103643563,0.576163871162572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 100,5,6,6,6,6,5,13.8409138853784,13.2644912401272,13.7451317906038,13.6421664815374,13.7697466136665,13.8255913539894,0.576422645251176,0.0957820947746004,0.198747403840958,0.0711672717118557,0.015322531388982,-0.480640550476576,-0.377675241410218,-0.50525537353932,-0.561100113862194,0.102965309066358,-0.0246148230627448,-0.0804595633856184,-0.127580132129102,-0.183424872451976,-0.0558447403228737,0.0294413028481839,0.705832099951182,0.435437703039207,0.779002476735423,0.953839797439654,0.0544952901831762,0.126022175394841,0.0439468507858102,0.0336552804223163,0.670527828737568,0.918868614040098,0.751094355639356,0.598426680336335,0.471292924253907,0.825667583075585,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
Unknown 101,5,6,6,6,6,5,13.9636014285049,13.9136119690246,13.8898443278432,14.0084566680386,13.8015183383491,13.8424315948327,0.0499894594802672,0.073757100661668,-0.044855239533776,0.16208309015572,0.121169833672189,0.0237676411814007,-0.0948446990140432,0.112093630675453,0.0711803741919219,-0.118612340195444,0.0883259894940522,0.0474127330105212,0.206938329689496,0.166025073205965,-0.0409132564835311,0.677969609564702,0.540841845886024,0.709370648735348,0.184513575766996,0.338491872550517,0.835772300040922,0.410791825415024,0.332170149191061,0.554980921252225,0.305309167089935,0.443325626310668,0.693659602917206,0.0791794854558228,0.174395515026658,0.733841913789766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 102,5,6,6,6,6,5,14.3879202147435,14.0243921871528,14.9668011112524,14.393244511054,14.4388073478394,14.5149853019247,0.363528027590659,-0.578880896508931,-0.00532429631049247,-0.0508871330958858,-0.127065087181164,-0.94240892409959,-0.368852323901152,-0.414415160686545,-0.490593114771823,0.573556600198438,0.527993763413045,0.451815809327767,-0.0455628367853933,-0.121740790870671,-0.0761779540852778,0.156563776705657,0.0279597629689037,0.983139838880293,0.839993179469921,0.629913105892542,0.000469895760932672,0.132553756045377,0.0927320574532135,0.0594454559209617,0.0228196347953988,0.0348652339019001,0.0811393235681095,0.849615475743711,0.629674301980867,0.762569039411559,0,-1,0,0,0,-1,0,0,0,1,1,0,0,0,0
Unknown 103,5,6,6,6,6,5,14.9104749616061,14.6027568552863,14.6545486549331,14.0412751568877,14.7190451521394,14.5818476653269,0.30771810631979,0.255926306672972,0.869199804718372,0.191429809466765,0.328627296279231,-0.0517917996468178,0.561481698398582,-0.116288296853025,0.0209091899594416,0.6132734980454,-0.064496497206207,0.0727009896062594,-0.677769995251607,-0.540572508439141,0.137197486812466,0.432760220335796,0.513395418160075,0.0326159646434158,0.624355239680672,0.422603236618832,0.889267939962357,0.138919481187199,0.754741606545557,0.957252409840593,0.107322091822147,0.862362542009548,0.85219456019915,0.0765897507997362,0.173016564764912,0.725341657179442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unknown 104,5,6,6,6,6,5,13.9241379571875,13.1180972668325,13.9962779816551,13.8446031096097,13.8525216830264,13.8702112406069,0.806040690355079,-0.0721400244675667,0.0795348475778663,0.0716162741611193,0.0539267165806567,-0.878180714822646,-0.726505842777213,-0.73442441619396,-0.752113973774422,0.151674872045433,0.143756298628686,0.126066741048223,-0.00791857341674707,-0.0256081309972096,-0.0176895575804625,0.00070857074508942,0.736042335632932,0.710211968832515,0.737884225630133,0.809257380361501,0.000164726758835631,0.00122650034783783,0.00110666497651822,0.00138507206705383,0.459046001655992,0.482606971471594,0.556632034143373,0.969011780440794,0.904664951392994,0.934057831862256,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0
Unknown 105,5,6,6,6,6,5,14.057873501832,13.8039926932126,14.1523680232915,14.0871314504906,14.1615787914013,14.2134477063718,0.253880808619479,-0.0944945214594455,-0.0292579486586106,-0.103705289569268,-0.15557420453975,-0.348375330078925,-0.28313875727809,-0.357586098188747,-0.40945501315923,0.0652365728008348,-0.00921076810982235,-0.0610796830803046,-0.0744473409106572,-0.126316255881139,-0.0518689149704823,0.178877611939539,0.611848218633838,0.87489212417204,0.577777237422526,0.425377245200822,0.0571003065660153,0.118018648457502,0.051227402157197,0.0344122736290253,0.713001694993526,0.958531758794082,0.742575739439326,0.674773152803735,0.498352981065509,0.780251616294409,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
