Metabolite,Tags,RefMet Nomenclature,Main class, Sub class,Wein_Pblank_1,Wein_Pblank_2,Wein_Pblank_3,Wein_1_B_2_3,Wein_2_Pre_6_3,Wein_3_C_6_3,Wein_4_B_2_2,Wein_5_C_6_2,Wein_6_D_6_3,Wein_7_Pre_6_2,Wein_8_E_2_2,Wein_9_E_2_1,Wein_10_E_6_3,Wein_11_D_2_2,Wein_12_E_6_1,Wein_13_E_2_3,Wein_14_C_2_2,Wein_15_D_6_2,Wein_16_A_6_2,Wein_17_A_6_3,Wein_18_B_6_3,Wein_19_A_2_1,Wein_20_Pre_2_3,Wein_21_B_6_2,Wein_22_Pre_2_2,Wein_23_D_6_1,Wein_24_D_2_1,Wein_25_A_6_1,Wein_26_C_6_1,Wein_27_E_6_2,Wein_28_C_2_3,Wein_29_A_2_3,Wein_30_C_2_1,Wein_31_B_2_1,Wein_32_B_6_1,Wein_33_A_2_2,Wein_34_D_2_3,Wein_35_Pre_6_1,Wein_36_Pre_2_1,Alternative Identifications
Unknown 006,,,,,13439.04629,24619.13814,4897.116099,9517.291933,8944.364667,15750.01434,17788.17179,21575.32805,21813.87909,22501.40543,19424.38911,17757.23153,4960.355105,17303.35819,68949.8197,18756.8357,4460.970753,17136.73203,23807.88688,83932.49613,12595.76636,21490.91914,22940.24623,11493.41097,116185.962,7283.808387,34753.47106,27790.8496,13894.07258,21361.90728,62018.29665,20221.40555,64475.02171,15252.94113,27239.90469,9373.113342,8557.792392,76585.71566,75556.38063,
Unknown 007,,,,,11981.07901,31538.22877,28442.12576,1765.214965,11919.73148,14123.65727,9298.627315,27605.69085,17578.02818,28027.33137,28341.80831,11297.44298,28570.76927,15045.36214,34074.39899,18032.36757,12153.20143,11681.63595,22274.10999,12009.93364,28629.09454,23575.80687,19115.21676,9695.441535,17383.77817,32981.23036,14647.05691,10836.38364,30195.321,18693.89962,30228.21729,19040.7471,31777.75672,25953.95774,1876.599103,21362.65056,12567.909,5566.097138,30469.36664,
Unknown 008,,,,,0,12363.1821,11637.74441,31093.98986,26428.84918,50855.67659,27487.25891,36321.45243,35358.0398,52920.59206,56025.61691,64967.72909,33413.50718,61938.1784,37501.82371,37933.73176,30815.75739,41887.44092,41279.2661,39030.16545,21479.76339,37851.91607,52212.21309,51278.61099,42338.7352,40281.27239,47785.70754,42818.03437,48141.76943,70046.54964,44911.86153,36182.91097,34053.66488,42686.05299,43162.46158,50468.53053,35251.5141,38362.68997,28697.3677,
Unknown 009,,,,,4988,30036.52807,19459.83012,77569.34907,84833.84197,54690.99346,90390.431,91592.53997,82208.08371,95782.41892,74881.51139,106509.2387,80360.5997,88222.03477,102641.309,78273.38811,105493.527,73634.34504,83866.98772,94706.2624,33433.10172,62959.79737,39476.94572,57874.69268,72060.95519,73742.95135,93127.88703,57999.93609,59056.93857,66594.36065,58932.83369,59137.41044,53257.25064,78901.16805,90194.28542,78784.41284,114917.8084,75271.36463,87886.71422,[316542] N-ethylglycine 1 [6.458](0.672689);[1030] propylene glycol [6.144](0.651781);glyoxylic acid(0.636617);
Unknown 010,,,,,3298.400234,41514.88619,38700.64971,1601217.761,1232952.572,3025382.087,1065887.882,1351279.533,1423377.269,2347356.142,1563970.956,2231652.104,1002494.238,1675562.208,1195145.123,1630284.139,1250688.753,1434582.368,1793747.752,1269072.607,848692.8959,897681.3481,2347602.997,2454962.423,1677008.833,1358069.231,1016552.534,2091792.316,2038357.339,2186792.276,873373.1354,1469820.248,782584.343,983216.8785,2347656.227,1780549.358,863650.6132,1385210.993,1298782.698,
Unknown 011,,,,,101885.7436,152187.2219,150632.8348,120474.8477,128400.4529,133651.0437,133576.0422,131653.4236,142825.602,134759.9808,142821.6261,147235.5766,141995.9579,142194.8446,144576.9434,137594.4566,139318.5859,145224.1684,140365.0121,143026.8864,91496.1056,122264.4956,129338.3622,129667.1937,142387.0496,138206.0897,141294.5859,152273.2164,144179.5785,142603.6882,138782.5449,142828.6859,147215.1975,139914.0124,140643.898,142580.6773,144600.5607,153254.8982,144266.6347,
Unknown 012,,,,,16195.81076,21638.17534,19997.25963,19346.29725,23795.10423,19551.10909,17350.7819,21067.22897,23069.50527,24322.99295,23355.56465,23313.5676,18796.86083,21585.75046,19815.99691,22095.19144,26657.51334,22109.64231,20635.08394,23511.34594,19521.1673,18119.03562,21502.49065,15991.6049,17621.67107,19572.38794,22518.98685,22956.94079,22943.74611,23015.92656,23566.48581,15560.7247,23356.65902,26278.03617,22625.30683,22764.91269,24688.59112,19310.34516,22666.48637,
Unknown 013,,,,,107990.542,108019.9892,71248.37212,99339.1184,100366.5618,117774.1858,121097.3412,151680.9985,111426.1015,114829.7609,112691.1367,111899.9652,105427.6395,96847.01531,106537.131,111536.6687,111222.2632,94589.15775,103114.1812,95030.12947,68990.17792,78454.56491,79399.98007,92026.3061,82521.08319,91838.93215,88504.69411,94257.50291,86067.91361,83226.55053,93267.92827,89382.38537,106823.8555,94745.22795,95678.03364,91315.4618,92070.33958,96188.7574,85520.98051,
Unknown 014,,,,,10692.48064,34478.92037,32076.3845,54004.97157,63272.50102,70773.71722,71822.52594,63562.19885,68973.88767,83209.57038,73401.70143,70958.10274,78655.66447,74436.8143,78047.70753,76290.335,71325.14608,65164.97646,81707.72198,76054.10538,55217.08747,60381.05877,65198.43287,88690.58044,81920.46162,84563.24609,83503.00074,87654.36738,91741.33297,80146.58851,83395.69416,87685.94554,83365.06538,84557.76562,101085.0616,91157.13329,88771.11123,90308.26386,87261.19427,
Unknown 015,,,,,5049.892722,4874.516424,4073.003087,23278.15929,19834.63137,31464.81793,27041.11442,20237.54218,21211.30216,28056.30246,25930.17519,24067.75418,21608.22302,26351.03484,22010.48961,27849.28917,18209.38071,19033.86764,28504.87485,17010.31808,18869.788,15940.55432,23252.31264,26907.16682,31981.54121,32137.38023,17519.0522,38796.84402,39430.59958,25250.12315,28108.21227,36361.27141,26144.40944,19791.11008,45524.81862,27312.36527,23379.08873,29282.12055,35292.15582,[58] 2-ketobutyric acid [7.427](0.622601);[58] 2-ketobutyric acid [7.504](0.613513);
Unknown 016,,,,,0,3887.516424,2061.661493,25174.13787,11740.61567,65005.43038,13948.73111,28345.47447,23971.13855,38204.08498,24613.31216,45761.05462,10429.96945,30736.34627,12551.31766,19505.12294,25897.6331,21215.86205,23971.5596,29104.01594,11762.40948,14050.56892,33669.45101,33661.47726,22078.22251,15246.73762,18213.02933,27161.16777,26470.98112,30138.42713,13907.18312,16130.46147,11300.9672,17856.44669,26803.7955,29243.13537,5704.163885,15301.17012,15541.41602,
Unknown 017,,,,,163.4485516,14402.07507,14992.30393,10096.80508,27623.16363,25676.19223,24742.78935,23454.54796,20797.41408,41646.25051,26282.33171,41383,30885.7075,6690,26441.47083,13349.2251,31599,37290.45798,36907.61112,55927.81979,24300.30881,43374.13269,4621,60024.8304,52532.68862,39520.91276,12289.60419,46969.98073,31277.89974,8714.279526,34786.33021,44372.8158,33200.104,22724.97809,15944.52961,41652.98827,30146.14811,16554.19402,42927.35908,
Unknown 018,,,,,3992.397166,16347.2785,16103.49253,16135.02101,28148.65902,28316.1088,22626.8656,16122.02948,68624.79145,51014.84155,17718.90979,49339.98415,7408.275928,41370.93407,9578.974088,1472.866246,28047.76601,28016.14776,37809.76839,54871.5384,2328.283261,43582.37498,34110.51072,30951.59325,24674.75986,28230.2099,29121.96131,945,35566.15732,22783.96579,1666.270647,21234.76483,15215.84796,2900.809278,16195.2698,2340.01808,21360.07126,34618.21436,15522.35823,
Unknown 019,,,,,0,0,0,4907.285378,1807.514035,4188.509124,8169.249024,6917.090447,0,15897.20485,21204.39417,11277.27296,14900.06006,10059.64539,15245.07638,17374.35526,13375.21767,11656.81159,14423.09387,11956.66948,2059,2273.409726,0,13880.23949,9322.279758,14244.75125,6995.457052,11147.03912,15665.89212,14642.99626,10876.49652,13504.86104,23078.15134,20427.06098,35147.16502,28284.71565,34569.8364,37166.08541,13810.55309,
Unknown 020,,,,,27119.81809,42071.5756,35692.67077,33140.45514,37004.85744,37395.20275,42864.49178,40027.68906,38491.27612,47974.27755,41851.71909,47306.9095,42574.10659,45703.83621,41874.02449,40342.45098,39174.17149,45763.62827,46344.02018,43401.21193,30462.62765,38122.75341,42039.15029,43932.04002,56009.66561,46757.23447,42669.94239,42979.77442,41220.88947,49023.45228,46424.24788,45486.81278,44830.669,41117.41416,45558.23235,42187.07351,43241.738,42630.10561,37631.40016,
Unknown 021,,,,,22023.7268,8287.196727,31937.10664,46171.68112,63754.71519,64932.43065,43666.04621,56026.04635,105389.4182,106132.8656,31226.04616,99614.10568,25486.09925,68503.53077,22488.91536,43106.34203,45946.17333,72792.42425,53584.85184,92258.98978,24797.04803,61425.06849,49991.98969,61882.93398,47347.73144,40118.84269,49141.08414,37232.84985,48757.46309,46131.16292,20506.69025,43391.38092,29479.52329,31116.30084,37800.58082,31519.86177,51201.24627,32940.02565,45213.38451,[11266] 2-hydroxybutyric acid [7.852](0.666512);oxalic acid(0.642061);
Unknown 022,,,,,8999.246449,7832.374975,13390.33125,21810.8693,17458,6569,15329.89375,13597,20300,24315,16047.07587,24759,15945,18275,18928.35705,23520,20357,13680,16771,20255.99122,10144.19435,13160.37941,20112.06368,24182.12664,21461,5639.93707,12643.62648,14633.65279,12908.76291,18300.29883,11573.8238,12839.95398,13233.83616,12146.46219,5559.342262,9918.202747,14690,10512.65152,7979.855365,
Unknown 023,,,,,0,12934.76214,12831.77059,536649.5772,346681.9778,803275.6892,312646.3118,368769.7326,423237.46,652715.2526,462037.8249,571480.7516,251094.7663,611413.384,439018.9404,545894.8894,452306.2805,394310.8465,509708.7465,387808.4058,245483.8164,273150.5848,538526.6518,633368.3782,466068.5455,386170.0416,316759.0255,745680.3637,516790.3576,562665.245,305961.1999,430426.6486,186566.5519,232746.7465,601859.872,517297.9106,282163.8058,392592.4515,439217.7471,
Unknown 024,,,,,16383.58007,20325.28399,18237.09183,18810.46933,29374.18305,20972.14216,22952.13377,22624.29007,22375.10503,24125.59561,20265.48934,22637.25263,21897.5152,20610.23649,21397.1005,23590.39615,22437.20099,19486.62981,17095.26617,19954.54064,20762.36736,18588.0124,19750.73593,17778.92081,21115.81275,20612.59788,20978.48759,17117.90731,19848.96698,25619.71439,20755.34389,18165.63822,26167.69622,27874.70929,20619.60949,25697.34757,21921.51685,19611.75892,15522.76594,
Unknown 025,,,,,1203.706951,4153.655273,2613.31673,24673.3738,35146.31329,37102.14452,24350.04513,30642.50983,45926.43874,53476.00748,22575.38245,47188.98309,21032.20002,34126.95894,37564.44308,43166.74978,40284.14168,31901.02039,32266.33055,10019.85828,17748.53697,30697.88877,24998.76636,33125.64228,26473.60005,25592.32652,29350.39477,16213.11426,18720.40041,16993.99121,12331.14232,16133.50186,15531.14322,12606.76299,8185.938135,19911.44451,25200.63057,17073.7005,21097.71561,[767] carbonate ion [8.139](0.635803);oxalic acid(0.625454);
Unknown 026,,,,,5098.192022,10710.34713,558.4528537,9603.853629,11896.18347,3532.734495,12961.84515,5315.498651,7933.228176,10895.09565,4473.794778,3336.11357,10475.51457,14988.13147,4669.685913,3909.339793,4565.711229,10483.49246,3836.766001,3932.026668,3398,10878.21906,7309.238082,3722.253775,8510.074187,11649.45564,3700.609205,1904.165252,7190.764228,1511.294329,4361.765207,9987.13332,4362.719386,22650.69971,19636.92442,5701.360888,15100.49444,12326.03777,11804.48515,
Unknown 027,,,,,62455.31033,12146.02494,7692.018043,26849,14589,19207,32876.28492,2890.998564,27235,24939,20814.36129,34548.69766,21092.7201,15759,20490,33212.95446,4257.055977,17154,13092.60865,16207.22004,53398.25597,6784.439895,22960.17522,33239.08666,15368.56138,33067.44277,17520.32506,10311.488,30049.21555,18255.7114,4480.712097,15642.68661,8528.676628,27470.57964,19892,6558.595408,25616.09946,18068,9480.896801,
Unknown 028,,,,,5827.437863,28115.79263,20246.98994,31940.9319,43830.3482,50437.05433,56580.59179,51938.63889,54537.9018,78639.30877,40551.78238,62942.47479,73716.89786,40151.31043,70017.66309,43623.37313,46546.73921,43370.4314,62086.9058,51255.57461,43487.76258,46948.21204,51240.70144,74614.05949,76338.7833,73952.66038,64461.7471,66395.70104,77331.47308,58768.00092,66786.28191,73204.17151,68453.74912,60076.35198,92814.22023,68264.83788,68682.966,71926.51513,88450.7268,[94220] lactamide 2 [8.394](0.68507);
Unknown 029,,,,,0,2859.470567,3053.739234,15025.40215,14108.25659,14472.3482,15169.98022,15158.62269,16093.54021,12529.72384,13658.37935,15341.66794,22218.78844,11259.48325,19274.2329,17061.97907,16690.15091,12721.47091,16683.13224,16482.12471,11029.62252,5099.352885,9607.965349,16875.58773,12246.40654,18977.52045,14075.76097,16089.06324,18865.06245,13868.33341,14670.6095,22203.81604,12926.83785,10753.32284,25863.85836,18999.41768,14673.00326,13570.6048,16858.30053,
Unknown 030,,,,,1767.422906,7501.830843,613.6523201,8409.216847,17911.83036,16390.14295,9847.59906,17821.79238,19238.84933,22868.3731,19912.42228,41955.80278,22034.19671,18853.16231,27247.62878,9444.172221,14030.48409,11871.08649,14984.18763,14755.99238,6437.053083,14418.28108,25703.59382,15527.17318,9778.162747,25857.19334,20271.04043,10114.86515,21652.12217,8146.127683,17980.78288,12334.70949,20335.74136,26707.48768,9477.112062,8776.132709,13975.04142,26763.28857,51813.43066,
Unknown 031,,,,,0,1463.757646,2576.847529,25545.0731,27025.46248,33218.32908,24577.39071,30108.98412,29073.40359,34992.3002,31289.04983,42324.2889,22553.63505,33851.41284,19889.29718,30219.6971,22964.99694,31319.07423,27910.33817,27709.44459,19910.20156,29801.27953,36535.94591,25640.58971,33063.10168,33410.13907,27863.15888,26298.84389,29101.4209,27926.90156,17631.36678,20398.0592,19151.52151,18413.48964,28987.564,26942.72157,23940.75612,20251.84015,16581.59932,[867] malonic acid 1 [8.919](0.611827);
Unknown 032,,,,,427429.3149,517332.8647,415852.1351,481707.1304,515932.4611,516482.2391,502559.4908,510644.0671,525325.6388,503677.5635,514623.2415,520439.5483,531249.9395,512725.8446,502500.1169,534534.6892,500153.5693,515566.6952,504313.955,518208.7794,402001.1378,466543.0127,502670.3217,517821.0298,486903.9185,494882.1283,509874.4101,511779.6066,519118.0617,489246.1681,514311.9624,516693.4059,496609.7927,515367.6901,493411.5335,535840.6226,517962.7025,511780.9826,499446.6305,
Unknown 033,,,,,88047.60189,12580.95861,88260,406438.7667,213095.013,560422.5186,202930.5335,204605.2831,239879.1046,341247.0643,228911.4352,277639.9945,129118.8928,268678.7528,219401.9362,329939.7197,276191.2351,205910.8621,326195.4358,222851.9223,169740.4266,162379.8964,348549.1525,354342.3863,331411.7978,210928.7665,148869.0025,504874.6677,375094.584,301600.3907,208873.7425,255361.8531,105576.2628,125512.2554,364344.2616,324932.0523,152396.8071,219256.3272,336013.8096,
Unknown 034,,,,,3734.074863,6865.13626,5185.968159,129978.5908,60405.00946,82356.28025,71858.38304,102337.8323,85266.84048,135170.5299,134048.2809,126825.6363,79429.3297,113833.9821,72881.2088,107675.2956,103468.1004,102470.5634,109506.2089,99910.38735,66709.43103,82118.17961,75701.37837,111413.5841,88967.65867,100234.6421,117109.8473,110794.0706,92158.15281,124434.2708,96950.04488,164700.0501,108246.6722,74876.06316,99630.06389,128258.528,110911.8549,90337.38292,66889.56969,L-valine [major](0.658711);
Unknown 035,,,,,51155.71982,3785.65939,4287.3794,64610.45351,116755,55272.75783,77141.31253,17936.75402,9924.191961,36899.30309,5293.438426,128930.7985,35617.55888,93541.84665,52402.2911,50588.48936,126707.7765,98197.81381,69575.93201,168957.004,50733.57447,38188.24234,13954.29146,96726.54781,73956.04562,48562.30626,24830.74761,68603.81925,26922.05091,43514.07821,67327.9158,46987.46993,51105.84366,23933.37225,66365.0872,177668.3387,158351.0863,178875,81961.01687,
Unknown 036,,,,,54047.74588,15324.74709,1020.1963,42285.24101,16039.42393,34099.08128,57324.14209,69595,1912.896238,12740.81731,39047.07985,91839.66585,23970.81991,74664,37057.64732,67697,92271.1678,83727.94649,68731.81208,133139.0584,15711.51417,31400.42213,20093.47386,42567.44955,65385.3551,46214.47688,1887.201576,110236.5645,50311.99484,105460.2153,36504.0974,36549.67867,38130.04908,35950.09334,61132.50248,68164.32326,124594.796,24911.83049,105882.7006,
Unknown 037,,,,,8427.230003,10019.51043,10815.76998,11418.73953,12808.1254,12221.20804,17055.61098,16251.38046,10524.98062,14082.21197,14609.612,17042.08197,15962.60667,14599.53306,13446.67992,16729.16466,16174.03331,13846.11082,10534.42043,13152.2843,11145.01582,12987.09315,15023.23186,16284.45655,18879.23851,16728.6191,13321.48863,28996.4708,14199.543,16447.57771,17063.8772,16631.14557,16735.17184,16257.88391,17290.71514,18960.36287,16695.00349,17246.80377,10991.7672,
Unknown 038,,,,,19079.97329,30519.47875,32004.85342,26493,34970.67711,36184.68272,33765,33711.51956,32103,39699.83537,42950.28774,41675.33807,41870.48748,35221.02758,31122,34172,31306.84996,27544,34386.49186,42887.86904,23797,41022.39003,34718.88804,35821.54036,40331,47488.56422,23504.1995,66395,39644,41298.60149,46916.45106,50490.33937,38012,22406.1322,22212.12788,23725,40153.09136,44653.17592,36626.89852,
Unknown 039,,,,,27765.18584,49132.36212,47477.83897,46073.67182,61334.15527,60096.40163,61778.538,65915.00727,66575.49236,61921.44876,64992.54376,66731.45301,56076.88847,67376.13394,58306.77758,65113.87559,73695.1252,58664.2377,61074.92303,54053.67209,41418.76525,43191.49254,57390.83065,60788.00263,54300.12302,53666.43499,56719.34441,56494.89519,55908.12778,49751.64023,60526.78928,53184.51028,55346.47603,51952.6156,51292.93541,63333.96834,51637.82503,58812.15029,59244.29228,[3657] hydroxyurea [9.419](0.71284);[243] benzoic acid [9.594](0.657584);
Unknown 040,,,,,24212.31317,15927,13634.75473,68696.33053,98903.85999,80567.37725,38073.16429,98726.38641,201133.1144,255737.5321,64152.0208,247063.9116,66113.45431,106783.5835,57267.58581,74424.46603,77579.60076,98710.46224,75890.15434,136473.9193,34152.48658,91874.13149,63238.1078,106367.9788,63912.78738,85084.98103,89554.69554,72033.21163,77922.03561,71373.28252,47073.025,67133.40799,56070,54821.34661,64134.77755,66495.57861,87703.76563,62050.73877,95422.43643,
Unknown 041,,,,,5145.565526,7150.968174,5977.819479,45282.05681,45148.18569,68064.29605,37952.64521,43128.61737,65430.80152,67620.19291,40526.79748,83056.09175,33708.20689,38966.62317,30123.44858,33302.59502,32762.92163,29610.42264,31854.72032,35541.26345,29308.22068,42472.21782,27143.239,32177.40109,16695.33972,17669.18142,15200.9051,23888.85131,35478.14917,27033.60714,22948.64485,25725.05636,18814.17261,28337.98286,34694.88481,32817.26473,35789.16342,38085.14841,38744.65791,
Unknown 042,,,,,5906.338323,18536.68963,261636.2916,64061.63477,69162.335,87983.35521,50366.59564,70614.94374,125137.7802,121531.4609,25428.68059,130922.3175,40680.57345,113191.0664,25888.29009,50475.94508,62913.27335,73790.61151,76102.00621,120623.3517,20495.11344,94917.31513,78041.52204,90543.1647,69072.31885,54595.24495,72552.9564,40562.97804,36985.90561,35543.67209,561444.4589,37350.68314,11477.01582,26743.72432,31545.41746,58684.74006,41011.55683,15654.93879,48386.81473,
Unknown 043,,,,,4033.424655,8369.059143,9091.459005,14012.23835,16063.42617,17627.52368,13204.74201,14470.20647,13623.65501,17771.80698,16196.68541,13805.0194,12038.08031,15123.14042,13429.32935,15102.0462,16434.56457,14135.65804,15664.7842,10992.10394,11571.06372,11972.75095,15209.1948,16138.692,11367.16791,13091.06908,12273.58417,14957.6113,13305.13944,13640.1455,12448.77385,14801.38998,8103.066287,13612.77531,16097.41596,14840.35825,12261.97019,15589.72726,15639.31116,
Unknown 044,,,,,14117.69089,21888.78546,16915.25768,18648.69687,15951.78464,14768.54657,16765.17939,17680.42325,19695.25908,18267.68256,18550.96009,16229.33932,24429.78587,16729.42242,9410.419159,17129.91225,18112.59322,14953.36144,18936.03543,21588.61183,13709.56713,12958.89565,9203.762602,18742.14915,10958.93102,7588.546439,17769.00457,11057.66347,8069.1993,5282.793509,8353.212436,12621.65149,9272.792132,5039.753837,17654.71792,16309.89491,6362.644623,7330.130796,6343.145356,
Unknown 045,,,,,6631.470707,13922,13039,19043,23886.58528,5100.628895,27524.89773,18840.85561,14623.26634,11201.97336,22777.93342,27684.43358,32267.44726,23257.83995,32673,25995.00178,28428,21221.38774,31366.09908,218077.6422,3105.48327,26403.71111,9535.769068,26369.20491,34577.45942,12884.56418,25008,27213.74529,17270.90177,21770.32881,5932.418806,14921.29538,28601.25982,23753.09693,33486.07452,20831.6784,29467.23585,7242.242072,18122.22969,
Unknown 046,,,,,0,0,0,1403,5767.061882,3009.111335,4468.779946,8571.238163,2300.729007,8223.255711,7069.988986,6941.92965,4291.825163,4328.646201,6217.982951,5212.150589,7076.971465,6456.482747,4968.835564,2059.708023,2688.531756,2888.691293,4068.201601,4657.471952,7299.108107,6112.20258,3095.469089,3951.345766,5584.96858,3776.912139,3371.823459,3410.792812,3507.50899,6474.872064,8932.743094,5589.271661,12429.89496,5826.09856,3176.354674,
Unknown 047,,,,,41302.54734,7722.879777,75225.87985,76621.37128,106724,60517.28874,120873.0775,127226.0442,91176.09422,107982.6618,95994.67401,78514.86634,109288.4555,70235.80924,140463,105281.4962,107074.1213,78713.47617,112048.8176,59690.20687,70914.73043,50342.82451,66452.71926,118189.6409,95706.59222,44379.93044,93166.53482,88995.83308,99011.69487,71194.72504,83282.87967,104695.0496,57926.80842,70790.68589,85951.24655,99419.78303,73425.6406,89151.97795,86206.79422,[439194] glyceric acid [10.735](0.653984);
Unknown 048,,,,,3913.071904,13593,5454,16749.49921,21106.70511,19416.92617,27845.54275,26090.42694,17339.9794,41673.07004,38939.71294,34236.91635,23631.00242,28541.93539,23709.61205,44825.81405,33680.3396,11895.07102,14463.40244,54926.37815,2551.55667,3791.282192,3281.676283,26751.72095,30530.36552,20678.49375,30076.23872,28780.36686,18822.95338,20418.10162,22269.18294,17817.5523,21963.81388,30082.50676,34804.91544,46042.05411,22484.42593,10509.31992,26186.03728,fumaric acid(0.760372);uracil(0.733035);
Unknown 049,,,,,55706.50242,71543.98053,66063.4284,39338.39168,66213.57883,26603.64681,95425.23937,119065.4722,38714.4867,62051.66374,72915.27161,30969.31414,66840.21766,18415.87014,81577.04871,85149.96674,91133.23958,69659.84202,87527.38429,52203.21808,56628.49204,20488.29175,30640.53788,96102.6089,82616.90155,70882.01434,34415.61145,68347.13236,58190.64788,72953.92386,70350.00721,65589.04156,67131.61274,34552.77289,117232.0913,104585.4992,26478.99785,69634.04303,53792.79922,L-serine [major](0.639346);[10428] mevalonolactone [11.380](0.604287);[637566] geraniol [11.162](0.600479);
Unknown 050,,,,,1724.734114,2178.602829,1688.714309,19341.02239,11608.16071,15907.2459,9588.492209,11696.82796,14422.70352,23729.65511,14287.25791,32320.65051,14780.2453,22520.31092,10693.67348,13305.37236,15565.72972,14139.75325,16576.59779,15767.48003,8978.676006,25004.17851,24427.71833,16326.05015,12795.22978,13464.67861,21327.53278,14034.1692,13920.94423,26342.23688,10035.77454,14339.24032,13332.40672,7847.838134,15732.7518,18262.15902,17452.29974,12722.2616,11204.507,[7680] 2-phenylacetamide 1 [11.591](0.685382);
Unknown 051,,,,,11292.27824,6827.823748,6330.51509,10564.48979,15107.35472,26463.16867,37772.46666,30043.14296,18140.1876,28435.31172,114300.296,35846.8084,32208.10522,19897.73819,27557.81263,25421.43818,69558.9279,31957,29497.94267,29010.98631,9068.631162,12847.26764,16226.41692,31267.25861,51081.74729,29238.77611,18596.71907,11210.66009,9304.240109,29782.95787,58504.96102,13032.58844,20904.67372,7026.562717,35192,6342.544281,33396.43996,17338.82416,24954.25324,
Unknown 052,,,,,22924.63576,11964.1194,11735.18038,22709.81418,14750.60511,3055.754017,25641.85877,13554.049,14997.71895,21104.17786,11164.40622,23344.452,29603.02897,15121.37288,18612.02272,15581.47604,16527.62293,22737.06711,23161.58844,23770.13349,22257.33189,24119.51528,12726.29708,35328.16745,28879.02602,19179.25426,17208.21026,13619.21015,15450.82548,13169.34465,17604.30496,34420.66801,20957.42195,26605.41525,13667.63253,14951.02102,14674.12475,14295.94079,30673.42251,
Unknown 053,,,,,3902.108186,2991.494713,8591.365738,8512.379229,36302.67726,24434.8375,4199.044608,50357.84128,17983.74679,40977.26264,21391.79538,26963.54523,35569.20403,24271.58914,51526.59077,17216.46144,20784.80047,17434.65866,16637.30098,11994.20633,5594.965914,5055.445076,22692.77844,28567.61061,31747.38031,46862,29108.29949,13175.32067,27946.552,26514.99918,49876.2097,42457.55493,27538.90103,14945.46824,82304.18646,52752.46641,19482.66722,14512.76343,24256.00646,
Unknown 054,,,,,8669,12482.07474,12951.56883,1705216.376,2556218.978,1288663.268,4223894.301,5304670.041,1372824.919,2603858.927,2586202.36,1430724.742,2017090.907,855273.078,3474516.741,3551201.944,3451319.912,1616226.846,3341064.891,944765.1923,2093257.535,851879.383,1314903.507,4243562.901,1880445.541,2779595.867,1262637.702,2176284.56,2502455.23,1352572.189,2202410.29,2341532.261,1268639.859,1451051.239,5695212.291,3437423.968,925743.8966,2200814.116,1780815.512,[10428] mevalonolactone [11.380](0.667673);
Unknown 055,,,,,20134.47553,32266.55212,41862.33976,122368.4705,123243.4181,62171.53533,89405.21624,207581.2552,129760.5432,132145,154511.0305,116676,135485.5369,57857.55441,63461.54199,171256.7346,166279.8115,118700.917,171672.0029,115976.1814,48177.97296,75570.95436,54652.94183,193305.1051,126059.4409,155849.5671,102216,150465.7558,157030.3734,123273.5749,137319.2128,155336.3626,112310.9919,105108.1648,230605.96,125018,119241.3977,151723.614,101473.4995,
Unknown 056,,,,,2420.238327,12122.91325,18534.28075,5151.864387,9453.90576,8648.968845,13861.52799,19295.76327,9945.844353,21337.85219,20159.23373,14180.78907,16467.88738,10835.3326,17263.68294,21371.49761,19557.92822,20581.60602,18507.4057,14226.12319,14915.72306,13464.05183,17658.1915,23791.89318,20891.00712,22486.48115,16467.23271,22081.00402,21177.49643,16489.44754,24498.37471,26543.3017,24191.71293,16602.62812,31499.83883,31109.05522,27882.99449,27980.66634,28159.39803,[14490] 6-hydroxyhexanoic acid [12.042](0.647653);[7911] malonamide 1 [11.636](0.646299);[14490] 6-hydroxy caproic acid [12.059](0.64209);[867] malonic acid 2 [11.938](0.612561);
Unknown 057,,,,,22159.95425,36751.33708,36974.87789,44959.95955,47891.32143,51281.91125,56939.65839,47399.6081,51302.21005,53394.70866,47596.39603,55600.37155,47747.09783,48106.36932,52565.15859,49637.83792,49621.60637,47268.16627,42896.65717,52536.96244,40241.11318,42801.79683,45308.51987,46295.48494,48300.14423,45141.45124,50582.12864,40884.90332,49911.64338,47570.08243,54093.77211,44942.06522,59926.09079,47935.46225,52169.5546,41147.84391,40657.70162,47149.45911,52060.99882,
Unknown 058,,,,,10783.23855,26168.93885,25517.29728,24950.35296,32506.26185,35406.58487,36140.92008,32538.40885,35030.29231,42803.72106,17909.7221,36911.7217,30442.51199,34526.76651,29206.15824,39401.24125,34509.90621,44587.1448,39517.81398,31579.49441,33269.73485,34681.94569,39181.80343,33194.47515,34860.17302,42748.18491,31193.59462,27299.9031,36395.91686,33241.04302,27062.80508,16479.01829,33764.81592,28931.53129,35025.83808,27331.77203,30509.25697,32440.26225,34278.525,
Unknown 059,,,,,18824.41104,13791.24866,13157.79448,2689.707955,2485.530494,11345.61437,1357.926007,15079.16978,25875.78161,17366.7756,6702.617753,15634.0432,7543.811771,15111.67217,23636.93421,3694.594865,22786.83852,8948.471808,7418.181665,15331.95501,16912.36094,7728.270138,8640.541843,14462.10796,10930.50449,12336.17035,26905.26821,10472.1801,14850.44441,8345.035312,6910.172348,25870.25284,12542.53165,16334.73649,23739.2719,8467.671403,7031.211421,16551.72666,8131.041018,
